645216510.74721, 122826947.6581, 969456496.58569
657472337.26828, 115853195.12794, 472606148.28044
917706927.55885, 47717065.59432, 581931657.50964
245164879.90564, 631663199.53448, 878053554.03567
359654012.44798, 214617777.28213, 525845965.39774
734883443.92389, 313704060.21455, 186803435.01409
859171766.15566, 37612463.01146, 283826324.76083
822472694.38549, 559217989.54076, 587470533.7667
975834662.53431, 558754702.86751, 993578515.88788
622766832.48248, 170933323.4434, 130448979.34242
51225054.69749, 100689053.63833, 452774920.36692
566439661.57604, 469409952.77163, 495576884.20816
26955363.19329, 622116224.53939, 268198451.07255
222821397.99316, 627383883.72346, 693565703.08795
417364504.81138, 363103411.04218, 174719431.47064
189275442.57548, 103641558.06988, 151492545.18018
623911126.99353, 231036026.84899, 138597353.8778
477130150.28433, 30226457.40114, 611113641.67869
348864142.87221, 201117567.38132, 749993770.91427
449628921.89534, 921278191.28619, 827726076.26433
67166443.76358, 25577999.88576, 507375521.55603
704215821.37597, 111939399.56777, 415144166.75941
696279775.13241, 599025144.196, 140603200.73186
921204182.60791, 186779890.92262, 136818881.30943
235500275.07739, 409399697.4638, 934506803.7482
414840712.53019, 569580050.14583, 461248290.71106
933081709.09859, 445254663.37596, 109100312.73232
766482024.98588, 156234526.59845, 454155122.7386
66220713.16782, 642779567.59573, 910795734.40541
416567955.62166, 105825409.51457, 38636732.5964
429578973.84236, 551859194.40658, 517952355.37433
948326812.35575, 513224417.35555, 60178680.80012
119779826.04368, 716288941.08525, 203768472.30323
498433867.20647, 574514392.02784, 124279138.31843
944531470.62609, 398108203.89946, 450403675.40771
968356103.73413, 701482712.32894, 688679798.66645
663781160.98101, 412972578.31936, 209129481.25393
871831173.22262, 608759615.66302, 197733052.05815
230580621.2487, 676233330.60979, 748417458.01353
679763485.9904, 828156046.55607, 760317502.87152
783408019.44519, 237060317.00764, 333019414.13706
953484325.77037, 436951075.14796, 237682145.61249
896825020.02468, 238914485.75709, 115099998.38275
358059763.10695, 900139896.95211, 637674960.38794
198748602.09667, 199229955.73327, 764841251.87038
780082348.02692, 143678296.86742, 184081259.83016
413776163.22331, 941456657.52627, 616369106.96069
367114959.59628, 216536123.72647, 920801950.02189
811685813.04109, 19241124.14747, 901070366.81052
711101785.9033, 904777657.86168, 828439820.76105
972109695.78426, 675638836.17799, 734407875.52823
489647894.26101, 401913612.40961, 273186815.6769
998073248.55698, 485664622.66701, 736737073.17765
762669688.72016, 225336895.00198, 471517496.61892
20729692.41134, 597923757.24118, 991463153.89503
857399036.73375, 223946227.95792, 413013021.05291
613172649.3724, 201541235.12936, 766158814.20096
568403423.09664, 160468927.72514, 146927590.0568
905286155.19534, 203951787.06209, 260993986.87617
303544299.18888, 388289104.29144, 143823609.67741
71117885.06399, 775618154.89722, 694827545.6024
473156732.87859, 998784405.94681, 389120937.30665
26696879.13615, 693816754.29209, 238923188.70717
64679407.15323, 795423076.76985, 395747656.02699
877006165.58981, 60985163.68138, 679454353.80471
432325433.63514, 969601041.74886, 513336423.07917
124733954.89413, 680649350.5854, 831222751.49662
595797691.86292, 536819684.95724, 583887053.50618
710457035.22497, 425222810.10892, 381210716.7812
356230615.94485, 532559412.98799, 838556787.332
754316388.80534, 396553098.57802, 419362300.8455
944912521.62411, 214176443.74094, 117632557.08225
935228986.49711, 240728546.87256, 359298564.94891
957242981.32097, 98548306.51287, 724243911.62947
168351577.59032, 348496940.19241, 322674883.69426
711411482.37623, 581105256.08193, 961820848.68108
23631642.10994, 543379638.05048, 580745987.99883
619714425.52283, 607662136.19123, 342504538.20298
400308890.04825, 129612454.51959, 176400834.38422
232352483.0936, 69310890.08489, 805025539.34355
792123852.79186, 884055368.44747, 878074862.26143
702454517.55872, 776473024.89025, 658748035.73425
506493045.98347, 20848599.66001, 698630888.46432
103222932.91286, 673108799.45647, 236806130.19605
399096520.32847, 246171428.49053, 821731361.71667
890607633.40568, 723664657.37613, 748397524.22707
276987091.26243, 175331075.12215, 204860914.1015
395779878.72955, 389581780.5068, 274170498.84763
763147849.22726, 855417961.80293, 615262324.6339
880450814.17114, 469280134.70775, 477733084.77554
553918815.30433, 924715947.89363, 263924982.76197
931705175.15162, 63047740.98021, 76745030.47234
314398348.0417, 704310183.09856, 910684499.73114
435025789.75671, 215655952.94642, 676816110.73237
211653092.72296, 652649660.00412, 973774484.12108
916768081.68826, 483539084.66315, 421561140.12181
681945666.91367, 223233149.72194, 798260978.75471
681248317.0132, 768202508.61155, 807859230.24404
635740094.93837, 238732820.30759, 63656121.43452
255259165.18286, 838335826.22246, 584287630.0904
171307977.93798, 987639540.21378, 563771845.45401
251033296.31141, 402626249.22024, 50542430.21112
566199863.33073, 513728462.94984, 663665296.61573
685784480.73456, 606078640.30585, 71615137.71033
750896522.4585, 793870839.56847, 685438895.42246
434122768.60263, 526246181.80283, 313816960.4651
135130817.35302, 998324057.68251, 306715230.71069
704557025.12299, 457270763.59965, 292261993.39223
125159324.65529, 633007183.03851, 482603513.59877
543952630.56038, 472393125.2879, 66291742.08789
652511047.95116, 336820569.75373, 880411539.40311
954888992.67106, 734541993.40309, 818747628.05409
359545932.30886, 550882137.47641, 629111408.1489
199447419.10275, 170070758.71489, 603527287.50549
359935143.57943, 7601569.90228, 296400085.55016
97437421.31468, 93758728.79617, 332545954.79732
386441020.45368, 170879794.54901, 162710527.44455
284271105.07135, 352367988.89792, 932461567.77937
560793523.85679, 644388886.00495, 16892039.69752
906012944.33465, 278117453.44362, 204559106.59278
948624051.36891, 789189609.85155, 316299879.53498
98078736.588, 269114342.44235, 234197627.67423
119977305.2185, 635744452.48742, 488769224.43949
432517547.60284, 640224679.24914, 993958419.71077
522398728.89089, 399694907.27486, 170186545.47769
690825953.06671, 642742643.27118, 199903919.43098
281487216.72672, 325610902.52973, 750920551.68642
826599763.65315, 305206285.49543, 635576683.69867
907598289.00987, 849963246.85356, 669788651.58838
780534305.67881, 793867495.21925, 570472218.16626
485449274.35682, 685194633.79673, 512939401.68731
578480112.38113, 268759222.93807, 277096678.574
223358300.64192, 262587378.22451, 461232323.68614
990226462.53535, 769270305.82673, 783446387.15734
943692707.64765, 593938085.78521, 157760559.79097
